category,album,title,has_children,parent,image,date,media,width,height,price,tags,notes,album_escaped,basename
oil,Landscapes,Img 4720,,briones_through_my_window,IMG_4720.jpg,,,,,,,,landscapes,img_4720
oil,Landscapes,Img 4858,,shadows_on_my_path,IMG_4858.jpg,,,,,,,,landscapes,img_4858
oil,Landscapes,Img 4872,,shadows_on_my_path,IMG_4872.jpg,,,,,,,,landscapes,img_4872
oil,Landscapes,Img 4873,,shadows_on_my_path,IMG_4873.jpg,,,,,,,,landscapes,img_4873
oil,Landscapes,Img 4874,,secret_garden_of_earthly_delights,IMG_4874.jpg,,,,,,,,landscapes,img_4874
oil,Landscapes,Img 4875,,secret_garden_of_earthly_delights,IMG_4875.jpg,,,,,,,,landscapes,img_4875
oil,Landscapes,Img 4876,,secret_garden_of_earthly_delights,IMG_4876.jpg,,,,,,,,landscapes,img_4876
oil,Landscapes,Img 4932,,shadows_on_my_path,IMG_4932.jpg,,,,,,,,landscapes,img_4932
oil,Landscapes,Img 4937,,shadows_on_my_path,IMG_4937.jpg,,,,,,,,landscapes,img_4937
oil,Landscapes,Img 4938,,shadows_on_my_path,IMG_4938.jpg,,,,,,,,landscapes,img_4938
oil,Landscapes,Img 4939,,shadows_on_my_path,IMG_4939.jpg,,,,,,,,landscapes,img_4939
oil,Landscapes,Img 4940,,shadows_on_my_path,IMG_4940.jpg,,,,,,,,landscapes,img_4940
oil,Landscapes,Img 4943,,shadows_on_my_path,IMG_4943.jpg,,,,,,,,landscapes,img_4943
oil,Landscapes,Img 4944,,shadows_on_my_path,IMG_4944.jpg,,,,,,,,landscapes,img_4944
oil,Landscapes,Img 4945,,shadows_on_my_path,IMG_4945.jpg,,,,,,,,landscapes,img_4945
oil,Landscapes,Img 4994,,shadows_on_my_path,IMG_4994.jpg,,,,,,,,landscapes,img_4994
oil,Landscapes,Img 4995,,shadows_on_my_path,IMG_4995.jpg,,,,,,,,landscapes,img_4995
oil,Landscapes,Img 5014,,shadows_on_my_path,IMG_5014.jpg,,,,,,,,landscapes,img_5014
oil,Landscapes,Img 5017,,shadows_on_my_path,IMG_5017.jpg,,,,,,,,landscapes,img_5017
oil,Landscapes,Img 5018,,shadows_on_my_path,IMG_5018.jpg,,,,,,,,landscapes,img_5018
oil,Landscapes,Img 5019,,shadows_on_my_path,IMG_5019.jpg,,,,,,,,landscapes,img_5019
oil,Landscapes,Img 5024,,shadows_on_my_path,IMG_5024.jpg,,,,,,,,landscapes,img_5024
oil,Landscapes,Img 5025,,shadows_on_my_path,IMG_5025.jpg,,,,,,,,landscapes,img_5025
oil,Landscapes,Img 5026,,shadows_on_my_path,IMG_5026.jpg,,,,,,,,landscapes,img_5026
oil,Landscapes,Img 5063,,shadows_on_my_path,IMG_5063.jpg,,,,,,,,landscapes,img_5063
oil,Landscapes,Img 5064,,shadows_on_my_path,IMG_5064.jpg,,,,,,,,landscapes,img_5064
oil,Landscapes,Img 5065,,shadows_on_my_path,IMG_5065.jpg,,,,,,,,landscapes,img_5065
oil,Landscapes,Img 5067,,shadows_on_my_path,IMG_5067.jpg,,,,,,,,landscapes,img_5067
oil,Landscapes,Img 5239,,shadows_on_my_path,IMG_5239.jpg,,,,,,,,landscapes,img_5239
oil,Landscapes,Img 5242,,briones_through_my_window,IMG_5242.jpg,,,,,,,,landscapes,img_5242
oil,Landscapes,Img 5246,,the_wind_in_my_branches,IMG_5246.jpg,,,,,,,,landscapes,img_5246
oil,Landscapes,Img 5259,,the_wind_in_my_branches,IMG_5259.jpg,,,,,,,,landscapes,img_5259
oil,Landscapes,Img 5284,,the_wind_in_my_branches,IMG_5284.jpg,,,,,,,,landscapes,img_5284
oil,Landscapes,Img 5285,,the_wind_in_my_branches,IMG_5285.jpg,,,,,,,,landscapes,img_5285
oil,Landscapes,Img 5286,,the_wind_in_my_branches,IMG_5286.jpg,,,,,,,,landscapes,img_5286
oil,Landscapes,Img 5288,,the_wind_in_my_branches,IMG_5288.jpg,,,,,,,,landscapes,img_5288
oil,Landscapes,Img 5307,,the_wind_in_my_branches,IMG_5307.jpg,,,,,,,,landscapes,img_5307
oil,Landscapes,Img 5311,,the_wind_in_my_branches,IMG_5311.jpg,,,,,,,,landscapes,img_5311
oil,Landscapes,Img 5315,,the_wind_in_my_branches,IMG_5315.jpg,,,,,,,,landscapes,img_5315
oil,Landscapes,Img 5316,,the_wind_in_my_branches,IMG_5316.jpg,,,,,,,,landscapes,img_5316
oil,Landscapes,Img 5317,,the_wind_in_my_branches,IMG_5317.jpg,,,,,,,,landscapes,img_5317
oil,Landscapes,Img 5318,,the_wind_in_my_branches,IMG_5318.jpg,,,,,,,,landscapes,img_5318
oil,Landscapes,Img 5350,,the_wind_in_my_branches,IMG_5350.jpg,,,,,,,,landscapes,img_5350
oil,Landscapes,Img 5351,,the_wind_in_my_branches,IMG_5351.jpg,,,,,,,,landscapes,img_5351
oil,Landscapes,Img 5362,,the_wind_in_my_branches,IMG_5362.jpg,,,,,,,,landscapes,img_5362
oil,Landscapes,Img 5363,,the_wind_in_my_branches,IMG_5363.jpg,,,,,,,,landscapes,img_5363
oil,Landscapes,Img 5397,,the_wind_in_my_branches,IMG_5397.jpg,,,,,,,,landscapes,img_5397
oil,Landscapes,Img 5398,,the_wind_in_my_branches,IMG_5398.jpg,,,,,,,,landscapes,img_5398
oil,Landscapes,Img 5877,,the_wind_in_my_branches,IMG_5877.jpg,,,,,,,,landscapes,img_5877
oil,Landscapes,Img 5878,,the_wind_in_my_branches,IMG_5878.jpg,,,,,,,,landscapes,img_5878
oil,Landscapes,Img 5882,,the_wind_in_my_branches,IMG_5882.jpg,,,,,,,,landscapes,img_5882
oil,Landscapes,Img 5883,,the_wind_in_my_branches,IMG_5883.jpg,,,,,,,,landscapes,img_5883
oil,Landscapes,Img 5884,,the_wind_in_my_branches,IMG_5884.jpg,,,,,,,,landscapes,img_5884
oil,Landscapes,Img 5899,,the_wind_in_my_branches,IMG_5899.jpg,,,,,,,,landscapes,img_5899
oil,Landscapes,Img 6220,,morgans_leaves,IMG_6220.jpg,,,,,,,,landscapes,img_6220
oil,Landscapes,Img 6237,,morgans_leaves,IMG_6237.jpg,,,,,,,,landscapes,img_6237
oil,Landscapes,Img 6245,,morgans_leaves,IMG_6245.jpg,,,,,,,,landscapes,img_6245
oil,Landscapes,Img 6313,,morgans_leaves,IMG_6313.jpg,,,,,,,,landscapes,img_6313
oil,Landscapes,Img 6316,,morgans_leaves,IMG_6316.jpg,,,,,,,,landscapes,img_6316
oil,Landscapes,Img 6388,,morgans_leaves,IMG_6388.jpg,,,,,,,,landscapes,img_6388
oil,Landscapes,Img 6403,,morgans_leaves,IMG_6403.jpg,,,,,,,,landscapes,img_6403
oil,Landscapes,Img 6404,,morgans_leaves,IMG_6404.jpg,,,,,,,,landscapes,img_6404
oil,Landscapes,Img 6406,,morgans_leaves,IMG_6406.jpg,,,,,,,,landscapes,img_6406
oil,Landscapes,Img 6407,,morgans_leaves,IMG_6407.jpg,,,,,,,,landscapes,img_6407
oil,Landscapes,Img 6408,,morgans_leaves,IMG_6408.jpg,,,,,,,,landscapes,img_6408
oil,Landscapes,Img 6422,,morgans_leaves,IMG_6422.jpg,,,,,,,,landscapes,img_6422
oil,Landscapes,Img 6423,,morgans_leaves,IMG_6423.jpg,,,,,,,,landscapes,img_6423
oil,Landscapes,Img 6424,,morgans_leaves,IMG_6424.jpg,,,,,,,,landscapes,img_6424
oil,Landscapes,Img 6425,,morgans_leaves,IMG_6425.jpg,,,,,,,,landscapes,img_6425
oil,Landscapes,Img 6426,,morgans_leaves,IMG_6426.jpg,,,,,,,,landscapes,img_6426
oil,Landscapes,Img 6427,,morgans_leaves,IMG_6427.jpg,,,,,,,,landscapes,img_6427
oil,Landscapes,Img 6428,,morgans_leaves,IMG_6428.jpg,,,,,,,,landscapes,img_6428
oil,Landscapes,Img 6429,,morgans_leaves,IMG_6429.jpg,,,,,,,,landscapes,img_6429
oil,Landscapes,Img 6430,,morgans_leaves,IMG_6430.jpg,,,,,,,,landscapes,img_6430
oil,Landscapes,Img 6431,,morgans_leaves,IMG_6431.jpg,,,,,,,,landscapes,img_6431
oil,Landscapes,Img 6432,,morgans_leaves,IMG_6432.jpg,,,,,,,,landscapes,img_6432
oil,Landscapes,Img 6433,,morgans_leaves,IMG_6433.jpg,,,,,,,,landscapes,img_6433
oil,Landscapes,Img 6434,,morgans_leaves,IMG_6434.jpg,,,,,,,,landscapes,img_6434
oil,Landscapes,Img 6442,,madrone_dryad,IMG_6442.jpg,,,,,,,,landscapes,img_6442
oil,Landscapes,Img 6443,,madrone_dryad,IMG_6443.jpg,,,,,,,,landscapes,img_6443
oil,Landscapes,Img 6444,,madrone_dryad,IMG_6444.jpg,,,,,,,,landscapes,img_6444
oil,Landscapes,Img 6497,,madrone_dryad,IMG_6497.jpg,,,,,,,,landscapes,img_6497
oil,Landscapes,Img 6498,,madrone_dryad,IMG_6498.jpg,,,,,,,,landscapes,img_6498
oil,Landscapes,Img 6503,,madrone_dryad,IMG_6503.jpg,,,,,,,,landscapes,img_6503
oil,Landscapes,Img 6504,,madrone_dryad,IMG_6504.jpg,,,,,,,,landscapes,img_6504
oil,Landscapes,Img 6506,,madrone_dryad,IMG_6506.jpg,,,,,,,,landscapes,img_6506
oil,Landscapes,Img 6510,,madrone_dryad,IMG_6510.jpg,,,,,,,,landscapes,img_6510
oil,Landscapes,Img 6548,,secret_garden_of_earthly_delights,IMG_6548.jpg,,,,,,,,landscapes,img_6548
oil,Landscapes,Img 6549,,secret_garden_of_earthly_delights,IMG_6549.jpg,,,,,,,,landscapes,img_6549
oil,Landscapes,Img 6550,,madrone_dryad,IMG_6550.jpg,,,,,,,,landscapes,img_6550
oil,Landscapes,Img 6551,,secret_garden_of_earthly_delights,IMG_6551.jpg,,,,,,,,landscapes,img_6551
oil,Landscapes,Img 6604,,morgans_leaves,IMG_6604.jpg,,,,,,,,landscapes,img_6604
oil,Landscapes,Img 6609,,madrone_dryad,IMG_6609.jpg,,,,,,,,landscapes,img_6609
oil,Landscapes,Img 6620,,cold_shoulder_at_rapunzels_tower,IMG_6620.jpg,,,,,,,,landscapes,img_6620
oil,Landscapes,Img 6621,,cold_shoulder_at_rapunzels_tower,IMG_6621.jpg,,,,,,,,landscapes,img_6621
oil,Landscapes,Img 6622,,cold_shoulder_at_rapunzels_tower,IMG_6622.jpg,,,,,,,,landscapes,img_6622
oil,Landscapes,Img 6643,,cold_shoulder_at_rapunzels_tower,IMG_6643.jpg,,,,,,,,landscapes,img_6643
oil,Landscapes,Img 6645,,cold_shoulder_at_rapunzels_tower,IMG_6645.jpg,,,,,,,,landscapes,img_6645
oil,Landscapes,Img 6646,,cold_shoulder_at_rapunzels_tower,IMG_6646.jpg,,,,,,,,landscapes,img_6646
oil,Landscapes,Img 6650,,cold_shoulder_at_rapunzels_tower,IMG_6650.jpg,,,,,,,,landscapes,img_6650
oil,Landscapes,Img 6651,,cold_shoulder_at_rapunzels_tower,IMG_6651.jpg,,,,,,,,landscapes,img_6651
oil,Landscapes,Img 6652,,cold_shoulder_at_rapunzels_tower,IMG_6652.jpg,,,,,,,,landscapes,img_6652
oil,Landscapes,Img 6653,,cold_shoulder_at_rapunzels_tower,IMG_6653.jpg,,,,,,,,landscapes,img_6653
oil,Landscapes,Img 6657,,cold_shoulder_at_rapunzels_tower,IMG_6657.jpg,,,,,,,,landscapes,img_6657
oil,Landscapes,Img 6658,,cold_shoulder_at_rapunzels_tower,IMG_6658.jpg,,,,,,,,landscapes,img_6658
oil,Landscapes,Img 6659,,cold_shoulder_at_rapunzels_tower,IMG_6659.jpg,2017,Oil on Masonite,16,30,,,,landscapes,img_6659
oil,Landscapes,Img 6717,,spengler_path,IMG_6717.jpg,,,,,,,,landscapes,img_6717
oil,Landscapes,Img 6738,,follow_me,IMG_6738.jpg,,,,,,,,landscapes,img_6738
oil,Landscapes,Img 6739,,follow_me,IMG_6739.jpg,,,,,,,,landscapes,img_6739
oil,Landscapes,Img 6740,,follow_me,IMG_6740.jpg,,,,,,,,landscapes,img_6740
oil,Landscapes,Img 6766,,follow_me,IMG_6766.jpg,,,,,,,,landscapes,img_6766
oil,Landscapes,Img 6767,,follow_me,IMG_6767.jpg,,,,,,,,landscapes,img_6767
oil,Landscapes,Img 6773,,spengler_path,IMG_6773.jpg,,,,,,,,landscapes,img_6773
oil,Landscapes,Img 6775,,follow_me,IMG_6775.jpg,,,,,,,,landscapes,img_6775
oil,Landscapes,Img 6778,,follow_me,IMG_6778.jpg,,,,,,,,landscapes,img_6778
oil,Landscapes,Img 6780,,spengler_path,IMG_6780.jpg,,,,,,,,landscapes,img_6780
oil,Landscapes,Img 6784,,follow_me,IMG_6784.jpg,,,,,,,,landscapes,img_6784
oil,Landscapes,Img 6787,,follow_me,IMG_6787.jpg,,,,,,,,landscapes,img_6787
oil,Landscapes,Img 6820,,spengler_path,IMG_6820.jpg,,,,,,,,landscapes,img_6820
oil,Landscapes,Img 6831,,follow_me,IMG_6831.jpg,,,,,,,,landscapes,img_6831
oil,Landscapes,Img 6832,,follow_me,IMG_6832.jpg,,,,,,,,landscapes,img_6832
oil,Landscapes,Img 6833,,follow_me,IMG_6833.jpg,,,,,,,,landscapes,img_6833
oil,Landscapes,Img 6834,,spengler_path,IMG_6834.jpg,,,,,,,,landscapes,img_6834
oil,Landscapes,Img 6835,,follow_me,IMG_6835.jpg,,,,,,,,landscapes,img_6835
oil,Landscapes,Img 6836,,follow_me,IMG_6836.jpg,,,,,,,,landscapes,img_6836
oil,Landscapes,Img 6837,,follow_me,IMG_6837.jpg,,,,,,,,landscapes,img_6837
oil,Landscapes,Img 6885,,follow_me,IMG_6885.jpg,,,,,,,,landscapes,img_6885
oil,Landscapes,Img 6886,,follow_me,IMG_6886.jpg,,,,,,,,landscapes,img_6886
oil,Landscapes,Img 6887,,follow_me,IMG_6887.jpg,,,,,,,,landscapes,img_6887
oil,Landscapes,Img 6889,,follow_me,IMG_6889.jpg,,,,,,,,landscapes,img_6889
oil,Landscapes,Img 6893,,follow_me,IMG_6893.jpg,,,,,,,,landscapes,img_6893
oil,Landscapes,Img 6894,,follow_me,IMG_6894.jpg,,,,,,,,landscapes,img_6894
oil,Landscapes,Img 6896,,banyan_tree,IMG_6896.jpg,,,,,,,,landscapes,img_6896
oil,Landscapes,Img 6897,,banyan_tree,IMG_6897.jpg,,,,,,,,landscapes,img_6897
oil,Landscapes,Img 6898,,banyan_tree,IMG_6898.jpg,,,,,,,,landscapes,img_6898
oil,Landscapes,Img 6912,,banyan_tree,IMG_6912.jpg,,,,,,,,landscapes,img_6912
oil,Landscapes,Img 6913,,banyan_tree,IMG_6913.jpg,,,,,,,,landscapes,img_6913
oil,Landscapes,Img 6914,,follow_me,IMG_6914.jpg,,,,,,,,landscapes,img_6914
oil,Landscapes,Img 6915,,follow_me,IMG_6915.jpg,,,,,,,,landscapes,img_6915
oil,Landscapes,Img 6927,,banyan_tree,IMG_6927.jpg,,,,,,,,landscapes,img_6927
oil,Landscapes,Img 6928,,banyan_tree,IMG_6928.jpg,,,,,,,,landscapes,img_6928
oil,Landscapes,Img 6929,,banyan_tree,IMG_6929.jpg,,,,,,,,landscapes,img_6929
oil,Landscapes,Img 6930,,banyan_tree,IMG_6930.jpg,,,,,,,,landscapes,img_6930
oil,Landscapes,Img 6932,,banyan_tree,IMG_6932.jpg,,,,,,,,landscapes,img_6932
oil,Landscapes,Img 6933,,banyan_tree,IMG_6933.jpg,,,,,,,,landscapes,img_6933
oil,Landscapes,Img 6934,,banyan_tree,IMG_6934.jpg,,,,,,,,landscapes,img_6934
oil,Landscapes,Img 7275,,banyan_tree,IMG_7275.jpg,,,,,,,,landscapes,img_7275
oil,Landscapes,Img 7290,,banyan_tree,IMG_7290.jpg,,,,,,,,landscapes,img_7290
oil,Landscapes,Img 7292,,banyan_tree,IMG_7292.jpg,,,,,,,,landscapes,img_7292
oil,Landscapes,Img 7316,,banyan_tree,IMG_7316.jpg,,,,,,,,landscapes,img_7316
oil,Landscapes,Img 7317,,banyan_tree,IMG_7317.jpg,,,,,,,,landscapes,img_7317
oil,Landscapes,Img 7318,,spengler_path,IMG_7318.jpg,,,,,,,,landscapes,img_7318
oil,Landscapes,Img 7320,,banyan_tree,IMG_7320.jpg,,,,,,,,landscapes,img_7320
oil,Landscapes,Img 7322,,banyan_tree,IMG_7322.jpg,,,,,,,,landscapes,img_7322
oil,Landscapes,Img 7323,,banyan_tree,IMG_7323.jpg,,,,,,,,landscapes,img_7323
oil,Landscapes,Img 7329,,spengler_path,IMG_7329.jpg,,,,,,,,landscapes,img_7329
oil,Landscapes,Img 7330,,spengler_path,IMG_7330.jpg,,,,,,,,landscapes,img_7330
oil,Landscapes,Img 7331,,banyan_tree,IMG_7331.jpg,,,,,,,,landscapes,img_7331
oil,Landscapes,Img 7333,,banyan_tree,IMG_7333.jpg,,,,,,,,landscapes,img_7333
oil,Landscapes,Img 7334,,banyan_tree,IMG_7334.jpg,,,,,,,,landscapes,img_7334
oil,Landscapes,Img 7336,,banyan_tree,IMG_7336.jpg,,,,,,,,landscapes,img_7336
oil,Landscapes,Img 7343,,banyan_tree,IMG_7343.jpg,,,,,,,,landscapes,img_7343
oil,Landscapes,Img 7345,,follow_me,IMG_7345.jpg,,,,,,,,landscapes,img_7345
oil,Landscapes,Img 7433,,banyan_tree,IMG_7433.jpg,,,,,,,,landscapes,img_7433
oil,Landscapes,Img 7440,,banyan_tree,IMG_7440.jpg,,,,,,,,landscapes,img_7440
oil,Landscapes,Img 7548,,spengler_path,IMG_7548.jpg,,,,,,,,landscapes,img_7548
oil,Landscapes,Img 7549,,spengler_path,IMG_7549.jpg,,,,,,,,landscapes,img_7549
oil,Landscapes,Img 7557,,spengler_path,IMG_7557.jpg,,,,,,,,landscapes,img_7557
oil,Landscapes,Img 7564,,spengler_path,IMG_7564.jpg,,,,,,,,landscapes,img_7564
oil,Landscapes,Img 7565,,spengler_path,IMG_7565.jpg,,,,,,,,landscapes,img_7565
oil,Landscapes,Img 7566,,follow_me,IMG_7566.jpg,,,,,,,,landscapes,img_7566
oil,Landscapes,Img 7569,,follow_me,IMG_7569.jpg,,,,,,,,landscapes,img_7569
oil,Landscapes,Img 7585,,spengler_path,IMG_7585.jpg,,,,,,,,landscapes,img_7585
oil,Landscapes,Img 7586,,spengler_path,IMG_7586.jpg,,,,,,,,landscapes,img_7586
oil,Landscapes,Img 7589,,spengler_path,IMG_7589.jpg,,,,,,,,landscapes,img_7589
oil,Landscapes,Img 7592,,spengler_path,IMG_7592.jpg,,,,,,,,landscapes,img_7592
oil,Landscapes,Shadows In My Past,,,shadows_in_my_past.tif,,Oil on Masonite,,,,,,landscapes,shadows_in_my_past
oil,Landscapes,Shadows On My Path,TRUE,shadows_on_my_path,shadows_on_my_path.jpg,,Oil on Masonite,,,,,,landscapes,shadows_on_my_path
Oil,Landscapes,Sunset,TRUE,,sunset.tif,2015,Oil on Masonite,60,24,,"Oil, Landscape",Photo (large),landscapes,sunset
oil,Landscapes,Sunset 1,,sunset,sunset_1.jpg,,,,,,,,landscapes,sunset_1
oil,Landscapes,Sunset 2,,sunset,sunset_2.jpg,,,,,,,,landscapes,sunset_2
oil,Landscapes,Sunset 3,,sunset,sunset_3.jpg,,,,,,,,landscapes,sunset_3
oil,Landscapes,Sunset 4,,sunset,sunset_4.jpg,,,,,,,,landscapes,sunset_4
oil,Landscapes,Sunset 5,,sunset,sunset_5.jpg,,,,,,,,landscapes,sunset_5
oil,Landscapes,Sunset 6,,sunset,sunset_6.jpg,,,,,,,,landscapes,sunset_6
oil,Landscapes,Sunset 7,,sunset,sunset_7.jpg,,,,,,,,landscapes,sunset_7
oil,Portraits,The Sun King,,,the_sun_king.tif,2019,Oil on Masonite,18,24,,"Oil, Portraits",Custom Photographic,portraits,the_sun_king
oil,Portraits,Age of Joy,TRUE,,age_of_joy.tif,2018,Oil on Masonite,18,24,,"Oil, Portraits",Custom Photographic,portraits,age_of_joy
oil,Portraits,Img 8266,,age_of_joy,IMG_8266.jpg,,,,,,,,portraits,img_8266
oil,Portraits,Img 8267,,age_of_joy,IMG_8267.jpg,,,,,,,,portraits,img_8267
oil,Portraits,Img 8443,,age_of_joy,IMG_8443.jpg,,,,,,,,portraits,img_8443
oil,Portraits,Img 8508,,age_of_joy,IMG_8508.jpg,,,,,,,,portraits,img_8508
oil,Portraits,Img 8509,,age_of_joy,IMG_8509.jpg,,,,,,,,portraits,img_8509
oil,Portraits,Img 8519,,age_of_joy,IMG_8519.jpg,,,,,,,,portraits,img_8519
oil,Portraits,Img 8520,,age_of_joy,IMG_8520.jpg,,,,,,,,portraits,img_8520
oil,Portraits,Img 8521,,age_of_joy,IMG_8521.jpg,,,,,,,,portraits,img_8521
oil,Portraits,Img 8596,,age_of_joy,IMG_8596.jpg,,,,,,,,portraits,img_8596
oil,Portraits,Img 8665,,age_of_joy,IMG_8665.jpg,,,,,,,,portraits,img_8665
oil,Portraits,Img 9427,,age_of_joy,IMG_9427.jpg,,,,,,,,portraits,img_9427
oil,Portraits,Img 9428,,age_of_joy,IMG_9428.jpg,,,,,,,,portraits,img_9428
oil,Portraits,Img 9436,,age_of_joy,IMG_9436.jpg,,,,,,,,portraits,img_9436
oil,Portraits,Img 9437,,age_of_joy,IMG_9437.jpg,,,,,,,,portraits,img_9437
oil,Portraits,Img 9438,,age_of_joy,IMG_9438.jpg,,,,,,,,portraits,img_9438
oil,Portraits,Img 9449,,age_of_joy,IMG_9449.jpg,,,,,,,,portraits,img_9449
oil,Portraits,Img 9450,,age_of_joy,IMG_9450.jpg,,,,,,,,portraits,img_9450
oil,Portraits,Img 9451,,age_of_joy,IMG_9451.jpg,,,,,,,,portraits,img_9451
oil,Portraits,Img 9452,,age_of_joy,IMG_9452.jpg,,,,,,,,portraits,img_9452
oil,Portraits,Img 9461,,age_of_joy,IMG_9461.jpg,,,,,,,,portraits,img_9461
oil,Portraits,Img 9462,,age_of_joy,IMG_9462.jpg,,,,,,,,portraits,img_9462
oil,Portraits,Img 9463,,age_of_joy,IMG_9463.jpg,,,,,,,,portraits,img_9463
oil,Portraits,Img 9489,,age_of_joy,IMG_9489.jpg,,,,,,,,portraits,img_9489
oil,Portraits,J-age of Joy,,age_of_joy,J-age_of_joy.jpg,,,,,,,,portraits,j-age_of_joy
oil,Portraits,Joie de Vivre,,,Joie de Vivre-11x14.tif,2019,Oil on Masonite,11,14,,"Oil, Portraits",Custom Photographic,portraits,joie_de_vivre
Oil,Portraits,Jill,,,jill.tif,2013,Oil on Masonite,42,60,,"Oil, Portraits, The Figure",Custom Photographic,portraits,jill
Oil,Portraits,Sensei Jerrell,,,sensei_jerrell.tif,2013,Oil on Masonite,40,60,,"Oil, Portraits, The Figure",Custom Photographic,portraits,sensei_jerrell
Oil,Portraits,Carmen's Son,,,carmens_son.tif,2012,Oil on Masonite,8,10,,"Oil, Portraits",Photo (large),portraits,carmens_son
Oil,Portraits,Papa & the Girl,,,the_girl_and_papa.tif,2011,Oil on Masonite,4,6,,"Oil, Portraits",Photo,portraits,the_girl_and_papa
Oil,Portraits,The Girl,,,the_girl.jpg,2011,Oil on Masonite,8,10,,"Oil, Portraits",Photo (large),portraits,the_girl
Oil,Portraits,Girl on a Bench,,,girl_on_a_bench.tif,2010,Oil on Masonite,8,10,,"Oil, Portraits",Photo (large),portraits,girl_on_a_bench
Oil,Portraits,Portrait of Zanna,,,zanna.tif,2010,Oil on Masonite,15,20,,"Oil, Portraits",Custom Photographic,portraits,zanna
Oil,Portraits,Sleeping Little Morgan,,,morgan-detail.jpg,2000,Oil on Canvas Board,24,30,,"Oil, Portraits",Photo,portraits,morgan-detail
Oil,Portraits,Meditation,,,meditation.tif,1997,Oil on Masonite,10,15,,"Oil, Portraits",Custom Photographic,portraits,meditation
Oil,Portraits,Sheri & Grapes,,,sheri_and_grapes.tif,1990,Oil on Masonite,10,15,,"Oil, Portraits",Scan from Printer,portraits,sheri_and_grapes
oil,Portraits,Fran's Portrait,,,frans_portrait.jpg,2018,Oil on Masonite,8,10,,"Oil, Portraits",Scan from Printer,portraits,frans_portrait
Oil,Doorknockers,Irish Doorknob,,,irish_doorknob.tif,2011,Oil on Masonite,8,10,,"Oil, Doorknockers",Scan from Printer,doorknockers,irish_doorknob
Oil,Doorknockers,Hand Knocker,,,hand_knocker.tif,2008,Oil on Masonite,8,10,,"Oil, Italy, Doorknockers, Series",Custom Photographic,doorknockers,hand_knocker
Oil,Doorknockers,Lion Door Knocker,,,lion_knocker.tif,2008,Oil on Masonite,8,10,,"Oil, Italy, Doorknockers, Series",Custom Photographic,doorknockers,lion_knocker
Oil,Doorknockers,Nude Door Knocker,,,lady_knocker.tif,2008,Oil on Masonite,8,10,,"Oil, Italy, Doorknockers, Series",Custom Photographic,doorknockers,lady_knocker
Oil,Doorknockers,Sheep Knocker,,,sheep_knocker.tif,2008,Oil on Masonite,8,10,,"Oil, Italy, Doorknockers, Series",Custom Photographic,doorknockers,sheep_knocker
Oil,Doorknockers,Devil Knocker,,,devil_knocker.tif,2007,Oil on Masonite,8,10,,"Oil, Italy, Doorknockers, Series",Custom Photographic,doorknockers,devil_knocker
Oil,Doorknockers,Door Bell,,,mirror_knocker.tif,2007,Oil on Masonite,8,10,,"Oil, Italy, Doorknockers, Series",Custom Photographic,doorknockers,mirror_knocker
Oil,Doorknockers,Green Knocker,,,green_knocker.tif,2007,Oil on Masonite,8,10,,"Oil, Italy, Doorknockers, Series",Custom Photographic,doorknockers,green_knocker
Oil,Doorknockers,Horse Knocker,,,horse_knocker.tif,2007,Oil on Masonite,8,10,,"Oil, Italy, Doorknockers, Series",Custom Photographic,doorknockers,horse_knocker
Oil,Still Life,Elements of Time,,,elements_of_time.tif,2015,Oil on Masonite,20,16,,"Oil, Still Life",Photo (large),still_life,elements_of_time
Oil,Still Life,Elements of Time Sepia,,,elements_of_time_sepia.tif,2015,Oil on Masonite,20,16,,"Oil, Still Life",Custom Photographic,still_life,elements_of_time_sepia
Oil,Still Life,Old Master's Pear,,,old_masters_pear.jpg,2015,Oil on Masonite,6,10,,"Oil, Still Life",Scan from Printer,still_life,old_masters_pear
Oil,Still Life,Bath Water Study 1,,,bath_water_study_1.jpg,2017,Oil on Masonite,30,20,,"Oil, Still Life",Photo (large),still_life,bath_water_study_1
Oil,Still Life,Bath Water Study 2,,,bath_water_study_2.jpg,2017,Oil on Masonite,30,20,,"Oil, Still Life",Photo (large),still_life,bath_water_study_2
Oil,Still Life,Bath Water Study 3,,,bath_water_study_3.jpg,2020,Oil on Masonite,30,20,,"Oil, Still Life",Photo (large),still_life,bath_water_study_2
oil,Still Life,Img 5027,,bath_water_study_1,IMG_5027.jpg,,,,,,,No final scan,still_life,img_5027
oil,Still Life,Img 5057,,bath_water_study_1,IMG_5057.jpg,,,,,,,,still_life,img_5057
oil,Still Life,Img 5058,,bath_water_study_1,IMG_5058.jpg,,,,,,,,still_life,img_5058
oil,Still Life,Img 5059,,bath_water_study_1,IMG_5059.jpg,,,,,,,,still_life,img_5059
oil,Still Life,Img 5060,,bath_water_study_1,IMG_5060.jpg,,,,,,,,still_life,img_5060
oil,Still Life,Img 5061,,bath_water_study_1,IMG_5061.jpg,,,,,,,,still_life,img_5061
oil,Still Life,Img 5073,,bath_water_study_1,IMG_5073.jpg,,,,,,,,still_life,img_5073
oil,Still Life,Img 5074,,bath_water_study_1,IMG_5074.jpg,,,,,,,,still_life,img_5074
oil,Still Life,Img 5075,,bath_water_study_1,IMG_5075.jpg,,,,,,,,still_life,img_5075
oil,Still Life,Img 5076,,bath_water_study_1,IMG_5076.jpg,,,,,,,,still_life,img_5076
